customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2243_FNMMI,Male,0,No,No,20,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,19.4,415.4,No
2511_MORQY,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,OneYear,No,BankTransferAutomatic,54.9,2614.1,No
5356_KZCKT,Male,0,No,No,58,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,Yes,CreditCardAutomatic,24.45,1513.6,No
9470_XCCEM,Male,0,Yes,Yes,35,Yes,Yes,FiberOptic,No,Yes,No,No,Yes,No,Month_to_month,Yes,BankTransferAutomatic,89.65,3161.6,No
6519_CFDBX,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,45.4,80.95,No
3902_MIVLE,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,TwoYear,No,MailedCheck,75.7,4676.7,No
0409_WTMPL,Female,0,Yes,No,58,Yes,Yes,FiberOptic,Yes,Yes,Yes,No,Yes,Yes,OneYear,Yes,CreditCardAutomatic,110.65,6526.65,No
8763_KIAFH,Female,0,Yes,Yes,27,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,Yes,MailedCheck,20.55,583.3,No
3669_WHAFY,Female,0,Yes,No,71,Yes,Yes,FiberOptic,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,Yes,CreditCardAutomatic,115.15,8078.1,No
3055_VTCGS,Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,OneYear,No,CreditCardAutomatic,58.55,3503.5,No
3144_KMTWZ,Male,0,Yes,No,71,Yes,Yes,FiberOptic,No,Yes,Yes,No,No,Yes,Month_to_month,Yes,BankTransferAutomatic,93.25,6669.45,No
7279_BUYWN,Female,1,No,No,41,Yes,Yes,FiberOptic,Yes,Yes,Yes,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,113.2,4689.5,Yes
7156_MHUGY,Male,1,No,No,13,Yes,No,FiberOptic,No,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,90.5,1201.15,Yes
7198_GLXTC,Male,0,No,No,2,Yes,No,FiberOptic,No,No,No,No,Yes,No,Month_to_month,No,ElectronicCheck,79,143.65,Yes
2007_QVGAW,Female,0,Yes,Yes,68,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,Yes,BankTransferAutomatic,19.35,1292.65,No
5207_PLSTK,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,Yes,MailedCheck,48.75,48.75,No
2307_FYNNL,Male,1,No,No,65,Yes,Yes,FiberOptic,Yes,No,Yes,Yes,Yes,Yes,TwoYear,Yes,ElectronicCheck,109.05,7108.2,No
5605_XNWEN,Male,1,Yes,No,72,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,Yes,BankTransferAutomatic,25,1802.55,No
2155_AMQRX,Female,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Month_to_month,Yes,CreditCardAutomatic,54.9,1505.15,No
6181_AXXYF,Male,0,Yes,Yes,72,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,CreditCardAutomatic,24.75,1859.1,No
5091_HFAZW,Female,0,No,No,2,Yes,No,FiberOptic,Yes,Yes,No,No,Yes,No,Month_to_month,Yes,ElectronicCheck,91.15,168.5,No
0516_VRYBW,Female,0,No,Yes,18,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,BankTransferAutomatic,20.15,390.85,Yes
2519_LBNQL,Male,1,Yes,No,60,Yes,Yes,FiberOptic,No,Yes,Yes,No,Yes,Yes,OneYear,Yes,ElectronicCheck,104.35,6339.45,No
8623_ULFNQ,Female,1,No,No,26,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month_to_month,Yes,ElectronicCheck,66.05,1652.4,No
8380_PEFPE,Male,0,No,Yes,1,Yes,No,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,71.65,71.65,Yes
5687_DKDTV,Female,0,No,No,4,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,20.35,77.5,Yes
1568_LJSZU,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,Yes,CreditCardAutomatic,92.2,6392.85,No
7530_HDYDS,Female,0,No,No,38,Yes,No,FiberOptic,No,Yes,Yes,Yes,No,No,Month_to_month,Yes,CreditCardAutomatic,84.25,3264.5,Yes
7789_HKSBS,Female,1,Yes,No,42,Yes,Yes,FiberOptic,Yes,No,Yes,No,Yes,Yes,OneYear,Yes,BankTransferAutomatic,105.2,4599.15,No
7416_CKTEP,Female,0,Yes,No,57,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,Yes,BankTransferAutomatic,19.6,1134.25,No
2586_CWXVV,Male,0,Yes,No,54,No,NoPhoneService,DSL,No,Yes,No,No,No,No,Month_to_month,No,ElectronicCheck,30.4,1621.35,No
3096_IZETN,Female,0,No,No,12,Yes,No,FiberOptic,No,No,No,No,No,Yes,Month_to_month,No,BankTransferAutomatic,78.1,947.3,Yes
2348_KCJLT,Female,0,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,No,No,OneYear,Yes,MailedCheck,61.5,2722.2,No
8401_EMUWF,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month_to_month,Yes,BankTransferAutomatic,69.4,3058.3,No
4193_IBKSW,Male,0,Yes,Yes,72,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,BankTransferAutomatic,24.75,1769.6,No
5377_NDTOU,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,No,MailedCheck,91.05,6293.75,No
5922_ABDVO,Female,0,Yes,No,19,Yes,Yes,FiberOptic,No,No,Yes,No,No,Yes,Month_to_month,No,MailedCheck,89.65,1761.05,Yes
2474_LCNUE,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month_to_month,Yes,CreditCardAutomatic,73.65,1642.75,No
0839_QNXME,Female,0,No,No,30,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,CreditCardAutomatic,19.4,578.5,No
3506_OVLKD,Male,0,No,No,35,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,BankTransferAutomatic,26.2,954.9,No
9172_ANCRX,Female,0,No,No,10,Yes,Yes,FiberOptic,Yes,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,98.7,973.25,Yes
6650_VJONK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,BankTransferAutomatic,43.85,43.85,No
2178_PMGCJ,Male,0,No,No,22,Yes,No,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,MailedCheck,69.7,1490.4,No
7492_TAFJD,Male,0,Yes,Yes,7,No,NoPhoneService,DSL,Yes,Yes,Yes,No,No,No,TwoYear,No,MailedCheck,38.55,280,No
2773_MADBQ,Female,0,No,No,36,No,NoPhoneService,DSL,Yes,Yes,Yes,Yes,No,Yes,TwoYear,Yes,MailedCheck,53.1,1901.25,No
6016_LVTJQ,Female,0,Yes,Yes,34,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,20.65,716.4,No
7860_KSUGX,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,TwoYear,No,CreditCardAutomatic,64.45,4720,No
8966_KZXXA,Male,0,Yes,Yes,36,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,CreditCardAutomatic,25.1,930.95,No
6910_HADCM,Female,0,No,No,1,Yes,No,FiberOptic,No,No,Yes,No,No,No,Month_to_month,No,ElectronicCheck,76.35,76.35,Yes
4816_LXZYW,Female,0,No,No,23,Yes,Yes,FiberOptic,No,Yes,No,No,No,No,Month_to_month,Yes,ElectronicCheck,79.15,1676.95,Yes
9606_PBKBQ,Male,1,Yes,No,32,Yes,Yes,FiberOptic,No,No,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,85,2642.05,Yes
5149_QYTTU,Female,0,Yes,Yes,71,Yes,Yes,FiberOptic,Yes,Yes,Yes,Yes,No,No,OneYear,Yes,CreditCardAutomatic,95.15,6770.85,No
2070_XYMFH,Female,1,No,No,23,Yes,Yes,FiberOptic,No,No,Yes,No,No,No,Month_to_month,Yes,MailedCheck,79.35,1835.3,No
2085_BOJKI,Male,0,Yes,No,17,Yes,No,FiberOptic,No,No,Yes,No,Yes,Yes,OneYear,Yes,BankTransferAutomatic,96.65,1588.25,No
0817_HSUSE,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month_to_month,Yes,ElectronicCheck,75.5,75.5,No
5442_PPTJY,Male,0,Yes,Yes,12,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,19.7,258.35,No
1927_QEWMY,Female,0,Yes,No,72,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,CreditCardAutomatic,20.5,1502.25,No
1663_MHLHE,Male,0,No,No,1,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,MailedCheck,19.2,19.2,No
5663_QBGIS,Male,1,Yes,No,72,Yes,Yes,FiberOptic,No,Yes,No,No,Yes,Yes,TwoYear,No,BankTransferAutomatic,98.35,6929.4,No
4450_MDZFX,Male,0,Yes,Yes,60,Yes,Yes,FiberOptic,No,No,No,No,No,No,Month_to_month,No,BankTransferAutomatic,74.35,4453.3,No
6701_DHKWQ,Female,0,Yes,Yes,61,No,NoPhoneService,DSL,No,Yes,Yes,Yes,Yes,No,TwoYear,No,CreditCardAutomatic,51.35,3244.4,No
7554_AKDQF,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,MailedCheck,45.65,323.45,No
3536_IQCTX,Male,1,Yes,No,32,Yes,Yes,FiberOptic,No,No,No,No,No,Yes,Month_to_month,No,ElectronicCheck,85.3,2661.1,Yes
4911_BANWH,Female,0,No,Yes,31,Yes,Yes,FiberOptic,No,No,No,No,Yes,No,Month_to_month,Yes,CreditCardAutomatic,86.55,2697.4,Yes
8496_EJAUI,Male,0,No,No,19,Yes,No,FiberOptic,No,Yes,No,No,No,No,Month_to_month,Yes,CreditCardAutomatic,73.85,1424.5,Yes
0794_YVSGE,Male,0,Yes,Yes,72,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,BankTransferAutomatic,20.3,1401.15,No
5423_BHIXO,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,ElectronicCheck,54.2,1739.6,No
6908_VVYHM,Male,0,Yes,No,65,Yes,Yes,FiberOptic,No,Yes,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,90.65,5931,No
2959_EEXWB,Female,0,Yes,Yes,45,No,NoPhoneService,DSL,Yes,No,No,No,Yes,Yes,Month_to_month,Yes,BankTransferAutomatic,50.9,2333.85,No
1839_UMACK,Male,0,No,No,42,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,ElectronicCheck,25.05,949.85,No
3030_YDNRM,Male,0,No,No,8,Yes,Yes,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,74.85,572.45,No
7321_KKSDU,Male,0,No,Yes,32,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,20.5,696.8,No
3402_XRIUO,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month_to_month,Yes,MailedCheck,63.55,1381.8,No
3132_TVFDZ,Male,1,Yes,No,57,No,NoPhoneService,DSL,No,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,44.85,2572.95,Yes
8286_AFUYI,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month_to_month,No,ElectronicCheck,47.95,47.95,No
8080_DDEMJ,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,ElectronicCheck,45.1,45.1,Yes
8356_WUAOJ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,45,45,No
6365_MTGZX,Male,0,No,No,24,Yes,No,FiberOptic,No,No,No,Yes,Yes,Yes,Month_to_month,Yes,ElectronicCheck,96,2122.45,Yes
1349_WXNGG,Male,0,No,No,1,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,No,BankTransferAutomatic,20.05,20.05,Yes
8058_DMYRU,Male,1,No,No,54,Yes,Yes,FiberOptic,No,Yes,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,90.05,4931.8,No
9350_ZXYJC,Female,0,No,No,4,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,Yes,CreditCardAutomatic,25.3,116.95,No
6990_YNRIO,Male,0,Yes,Yes,65,Yes,Yes,FiberOptic,Yes,No,Yes,Yes,Yes,Yes,TwoYear,No,BankTransferAutomatic,108.65,6937.95,Yes
8958_JPTRR,Female,0,Yes,No,56,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,ElectronicCheck,24.3,1261.7,No
6959_GQEGV,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,75.95,3273.8,No
3173_WSSUE,Female,0,Yes,Yes,71,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,CreditCardAutomatic,19.7,1415.85,No
1265_HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,OneYear,No,CreditCardAutomatic,66.4,3958.2,No
4115_UMJFQ,Male,0,No,No,69,No,NoPhoneService,DSL,No,Yes,Yes,No,No,No,OneYear,Yes,BankTransferAutomatic,35.75,2492.25,No
7369_TRPFD,Male,0,No,No,19,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,MailedCheck,18.8,279.2,No
1098_KFQEC,Female,0,Yes,Yes,55,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,CreditCardAutomatic,19.4,1083,No
7190_XHTWJ,Female,0,No,No,38,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,MailedCheck,19.3,755.5,No
0621_TWIEM,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,45.55,402.6,Yes
3537_RYBHH,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month_to_month,Yes,CreditCardAutomatic,67.45,3252,No
2485_ITVKB,Female,0,Yes,No,2,No,NoPhoneService,DSL,No,No,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,35.1,68.75,Yes
3669_OYSJI,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,CreditCardAutomatic,46.2,46.2,Yes
1612_EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,ElectronicCheck,45.15,45.15,Yes
6702_OHFWR,Male,1,No,No,1,No,NoPhoneService,DSL,No,Yes,Yes,No,No,Yes,Month_to_month,Yes,ElectronicCheck,43.3,43.3,Yes
5296_BFCYD,Male,0,Yes,Yes,46,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,Yes,MailedCheck,20.1,936.85,No
4510_PYUSH,Female,1,No,No,38,Yes,No,DSL,Yes,Yes,No,No,No,No,Month_to_month,Yes,CreditCardAutomatic,57.15,2250.65,Yes
9359_JANWS,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,TwoYear,No,CreditCardAutomatic,58.9,3857.1,No
7517_SAWMO,Female,0,Yes,No,19,Yes,No,FiberOptic,Yes,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,73.2,1441.1,Yes
4143_HHPMK,Male,0,No,No,52,Yes,No,FiberOptic,No,Yes,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,85.35,4338.6,Yes
3279_DYZQM,Male,0,Yes,Yes,71,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,19.45,1378.45,No
7054_LGEQW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,MailedCheck,45.95,45.95,Yes
0523_VNGTF,Female,1,No,No,52,No,NoPhoneService,DSL,No,Yes,Yes,Yes,Yes,No,Month_to_month,Yes,ElectronicCheck,50.5,2566.3,No
9575_IWCAZ,Male,0,Yes,No,6,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,MailedCheck,25.1,171,No
7105_MXJLL,Female,1,Yes,No,26,Yes,No,DSL,No,No,Yes,No,No,Yes,OneYear,No,MailedCheck,60.7,1597.4,No
7064_FRRSW,Male,1,No,No,48,Yes,Yes,FiberOptic,No,Yes,No,No,Yes,Yes,OneYear,Yes,ElectronicCheck,99,4744.35,No
7940_UQQUG,Female,0,Yes,Yes,64,Yes,Yes,FiberOptic,Yes,No,No,Yes,Yes,Yes,OneYear,Yes,BankTransferAutomatic,104.4,6721.6,No
0923_PNFUB,Female,0,No,No,3,Yes,No,FiberOptic,No,Yes,No,No,Yes,No,Month_to_month,No,ElectronicCheck,83.75,247.25,Yes
3961_SXAXY,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,BankTransferAutomatic,44.05,44.05,No
7010_BRBUU,Male,0,Yes,Yes,72,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,CreditCardAutomatic,24.1,1734.65,No
3566_HJGPK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,Yes,MailedCheck,45.55,45.55,No
3062_ICYZQ,Female,0,Yes,Yes,51,Yes,Yes,FiberOptic,Yes,Yes,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,93.8,4539.35,No
9938_PRCVK,Female,0,Yes,Yes,41,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,BankTransferAutomatic,19.7,804.25,No
0973_KYVNF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,TwoYear,Yes,CreditCardAutomatic,70.65,5011.15,No
5129_HHMZC,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,TwoYear,No,CreditCardAutomatic,86.45,3574.5,No
9637_CDTKZ,Male,0,Yes,No,72,Yes,Yes,FiberOptic,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,Yes,CreditCardAutomatic,114.1,8086.4,No
3946_JEWRQ,Male,0,Yes,No,47,Yes,Yes,FiberOptic,No,No,No,No,Yes,Yes,OneYear,Yes,CreditCardAutomatic,95.2,4563,No
7873_CVMAW,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,No,CreditCardAutomatic,88.55,6362.35,No
0463_WZZKO,Male,0,No,No,3,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,Yes,CreditCardAutomatic,20.75,67.1,No
3494_JCHRQ,Male,0,No,No,1,Yes,No,FiberOptic,No,No,No,No,No,No,Month_to_month,Yes,ElectronicCheck,70.05,70.05,Yes
6474_FVJLC,Male,0,No,No,2,Yes,Yes,FiberOptic,No,No,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,86,165.45,Yes
4524_QCSSM,Male,0,No,No,26,No,NoPhoneService,DSL,Yes,Yes,No,No,No,Yes,Month_to_month,Yes,BankTransferAutomatic,44.65,1156.55,No
5832_EXGTT,Male,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month_to_month,Yes,MailedCheck,60.2,1834.15,No
8840_DQLGN,Female,1,Yes,No,35,Yes,Yes,FiberOptic,Yes,Yes,No,Yes,Yes,No,Month_to_month,Yes,BankTransferAutomatic,100.5,3653.35,Yes
2039_JONDJ,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,OneYear,No,BankTransferAutomatic,55.45,1477.65,No
7217_JYHOQ,Male,0,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month_to_month,Yes,CreditCardAutomatic,70.3,1706.45,No
6695_FRVEC,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,TwoYear,Yes,BankTransferAutomatic,60.4,3953.7,No
4547_LYTDD,Female,0,No,No,16,Yes,Yes,FiberOptic,No,No,No,No,No,No,Month_to_month,No,ElectronicCheck,72.65,1194.3,Yes
9894_QMIMJ,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,OneYear,No,BankTransferAutomatic,55.8,1327.85,No
8069_YQQAJ,Male,0,No,No,14,No,NoPhoneService,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,MailedCheck,31.1,419.7,No
6770_XUAGN,Female,0,Yes,Yes,1,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,Month_to_month,Yes,ElectronicCheck,21,21,Yes
4193_ORFCL,Female,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month_to_month,No,MailedCheck,45.1,45.1,Yes
1636_NTNCO,Male,1,No,No,4,No,NoPhoneService,DSL,No,Yes,No,No,Yes,Yes,Month_to_month,Yes,CreditCardAutomatic,50.95,207.35,No
3466_WAESX,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month_to_month,Yes,ElectronicCheck,69.1,1083.7,No
9281_PKKZE,Female,0,Yes,No,46,No,NoPhoneService,DSL,No,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,43.95,2007.85,No
3638_VBZTA,Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,TwoYear,Yes,BankTransferAutomatic,86.5,5882.75,No
7459_IMVYU,Male,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month_to_month,No,ElectronicCheck,69.95,2657.55,No
7776_QWNFX,Male,1,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,BankTransferAutomatic,50.4,1527.5,Yes
6689_TCZHQ,Female,1,No,No,5,Yes,No,FiberOptic,No,No,No,No,No,Yes,Month_to_month,No,ElectronicCheck,78.95,378.4,Yes
8563_OYMQY,Male,0,No,No,17,Yes,No,FiberOptic,No,Yes,Yes,No,No,Yes,Month_to_month,Yes,CreditCardAutomatic,90.95,1612.2,No
0754_EEBDC,Male,0,Yes,Yes,4,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,MailedCheck,19.9,76.65,No
5777_ZPQNC,Female,0,No,No,12,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,ElectronicCheck,20.15,260.7,No
1951_IEYXM,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,Yes,CreditCardAutomatic,90.6,6441.85,No
3318_NMQXL,Male,0,No,No,3,Yes,No,FiberOptic,No,No,No,No,Yes,Yes,Month_to_month,Yes,ElectronicCheck,92,266.8,No
3143_ILDAL,Male,0,No,No,56,Yes,Yes,FiberOptic,No,Yes,No,Yes,No,Yes,Month_to_month,Yes,ElectronicCheck,94.45,5124.6,Yes
1022_RKXDR,Female,0,No,No,41,Yes,Yes,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,Yes,MailedCheck,24.85,962.25,No
2361_FJWNO,Male,0,No,No,40,No,NoPhoneService,DSL,No,Yes,No,Yes,No,No,OneYear,No,CreditCardAutomatic,36,1382.9,No
2272_UOINI,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month_to_month,Yes,ElectronicCheck,78.5,571.05,No
8232_UTFOZ,Male,0,No,No,69,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,TwoYear,No,CreditCardAutomatic,19.95,1399.35,No
3750_YHRYO,Male,0,Yes,Yes,7,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,No,MailedCheck,20.65,150,No
6637_KYRCV,Female,0,Yes,Yes,5,No,NoPhoneService,DSL,No,Yes,No,No,No,No,Month_to_month,Yes,ElectronicCheck,30.5,167.2,No
5668_MEISB,Female,0,Yes,Yes,72,Yes,Yes,FiberOptic,Yes,Yes,Yes,Yes,Yes,No,TwoYear,No,CreditCardAutomatic,106.1,7657.4,No
0129_QMPDR,Male,0,Yes,Yes,44,Yes,No,No,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,NoInternetService,OneYear,Yes,BankTransferAutomatic,20.5,865.05,No
7188_CBBBA,Female,0,No,No,65,Yes,Yes,FiberOptic,No,Yes,Yes,No,Yes,No,OneYear,Yes,ElectronicCheck,95.5,6153.85,No
5356_CSVSQ,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month_to_month,No,ElectronicCheck,64.6,174.2,No
3221_CJMSG,Male,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month_to_month,Yes,CreditCardAutomatic,51.1,1269.6,No
4720_VSTSI,Female,0,No,No,44,Yes,Yes,FiberOptic,No,Yes,Yes,No,No,No,Month_to_month,Yes,BankTransferAutomatic,84.8,3862.55,Yes
3219_JQRSL,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,TwoYear,No,CreditCardAutomatic,89.1,6352.4,No
2801_NISEI,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month_to_month,No,ElectronicCheck,54.95,1348.5,No
